PAIS,NIF,NOMBRE,AÑO,AYUDA EQUIVALENTE ACUMULADA TOTAL,AYUDA EQUIVALENTE DEL MRR,TIPO_ENTIDAD
ES,B16977381,"POLI FORMACION 2021, S.L.",2024,216508.5,44308.5,Sociedad de Responsabilidad Limitada (S.L.)
ES,B98005713,GESCOFORM SL,2024,216496.5,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B47089677,PAGO DE CARRAOVEJAS SL,2024,216448.96,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A46022687,CAO BAR SA,2024,216444.92,216444.92,Sociedad Anónima (S.A.)
ES,B46205274,GASTRAVAL SL,2024,216432.38,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B96730262,SPACHEM SL,2024,216388.75,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B41258054,4 CV SL,2024,216358.5,208000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B25283094,AGROPECUARIA LA RAPITA SL,2024,216279.01,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B44240950,SANCHO Y ADELL,2024,216202.8,12000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F22202295,SAT ARYCA,2024,216163.13,0.0,Sociedades Cooperativas
ES,B01979970,"LA PUEBLA IN,S .L.",2024,216137.0,216137.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A31055585,SCHMIDT-CLEMENS SPAIN SA,2024,216115.4,0.0,Sociedad Anónima (S.A.)
ES,B17291543,NOVA VILAGRI SL,2024,216095.53,24400.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B49144132,VIñUELA ZARZA SL,2024,216082.63,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B80767445,BRAINSTORM MULTIMEDIA SL,2024,216062.31,70000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B59915249,"MASIA CAN MAYOL, SL",2024,215930.85,7750.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A83745695,REFRESCO IBERIA SA,2024,215927.25,0.0,Sociedad Anónima (S.A.)
ES,B53316964,GRANJA MARINA BAHIA DE SANTA POLA SL UNI,2024,215905.28,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A17086588,"COLL VERD PRODUCTES DEL ANEC, SA",2024,215871.01,44056.0,Sociedad Anónima (S.A.)
ES,B07559453,"TRANSPORTES MIFLUSER, SL",2024,215849.47,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B97150981,SATINFORLINGUA SL,2024,215818.5,56160.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B61836219,"MENZOLIT VITROPLAST, SL",2024,215795.6,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B73698607,LIMPINK SERVICIO DE LAVANDERIA SL,2024,215660.06,12000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B27469196,MADERAS MACHIN Y RODRIGUEZ SLU,2024,215650.0,6150.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B81948069,AB SERVICIOS SELECTA ESPAÑA SL,2024,215624.88,50624.88,Sociedad de Responsabilidad Limitada (S.L.)
ES,F50051408,SAT N 2378 LAS AMENAS DE EPILA,2024,215573.94,0.0,Sociedades Cooperativas
ES,F35077700,YEOWARD DEL CAMPO SDAD COOP LTDA DE VECINDARIO LAS,2024,215562.49,0.0,Sociedades Cooperativas
ES,B84194588,LA HOGAREñA CENTRO ESPECIAL DE EMPLEO SL,2024,215481.42,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B10801777,"3DTHINKS, SOCIEDAD LIMITADA",2024,215444.8,38471.08,Sociedad de Responsabilidad Limitada (S.L.)
ES,A73001984,RESIDENCIA VIRGEN DE LA FUENSANTA SAU,2024,215405.36,173591.18,Sociedad Anónima (S.A.)
ES,F30509384,COALOR SDAD COOP AGRARIA LIMITADA,2024,215395.41,0.0,Sociedades Cooperativas
ES,A50034131,COMERCIAL EDIZAR SA,2024,215392.83,31524.5,Sociedad Anónima (S.A.)
ES,F24517500,GANADERIA LAS CUEVAS SDAD COOP,2024,215351.76,0.0,Sociedades Cooperativas
ES,B42525204,JUAREZ POZUELO SL,2024,215350.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B40242653,JAIME LOPEZ MAQUINARIA SL,2024,215290.83,5500.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A41034737,CONSTRUCCIONES Y PROMOCIONES VIVIENDAS BAHIA DE CADIZ SA,2024,215287.98,0.0,Sociedad Anónima (S.A.)
ES,B95277281,PLASTIBOR SL,2024,215286.8,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A06117089,SANTA ANA Y SANTA LEONOR SA,2024,215252.58,0.0,Sociedad Anónima (S.A.)
ES,B73964736,"CROWN PACKAGING MANUFACTURING SPAIN, S.L.U.",2024,215226.96,201125.16,Sociedad de Responsabilidad Limitada (S.L.)
ES,B87950846,"LINCLAB NETWORK, S.L.",2024,215192.39,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B10241883,TAB VIRGINIA SL,2024,215158.7,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B61033262,"VANIA PRODUCCIONS, SL",2024,215127.27,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B70809892,ARQUEA BIOLOGICAL INNOVATIONS S.L.,2024,215115.27,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B46281267,PRODUCTOS VELARTE SL,2024,215113.0,24000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B95781787,SUNROCK BIOPHARMA SL,2024,215098.2,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A04211298,EXPLOTACIONES AGRARIAS PUERTO-EXPORT SA,2024,215058.97,0.0,Sociedad Anónima (S.A.)
ES,B88624523,"SMART PEOPLE TECHNOLOGY SPAIN, S.L.",2024,215056.8,215056.8,Sociedad de Responsabilidad Limitada (S.L.)
ES,B55283329,BIKESHOW SPORT EVENTS SL,2024,215000.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B44558385,"MUSICAL ANDANTE,   SLU",2024,215000.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F95893459,EKHILUR S COOP,2024,215000.0,0.0,Sociedades Cooperativas
ES,E09016148,HERMANOS ECHEVERRIA AGUIRRE,2024,214994.54,0.0,Comunidad de Bienes
ES,F07013477,COOP AGRICOLA SANTA EULALIA DEL RIO,2024,214984.56,0.0,Sociedades Cooperativas
ES,B36015105,AUTOESCUELA SALVORA SL,2024,214962.9,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B37234986,TRANSPORTES LA ARMUñA SL,2024,214942.16,12000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B53290144,COLEGIO ALONAI SL,2024,214897.77,18000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B88557772,"BRIGHT SUNDAY SPAIN 1, S.L.",2024,214880.68,214880.68,Sociedad de Responsabilidad Limitada (S.L.)
ES,E44946929,SANCHEZ-BURGUEÑO TITULARIDAD COMPARTIDA,2024,214840.17,0.0,Comunidad de Bienes
ES,B96636089,EXCAVACIONES BOU SL,2024,214829.94,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F63851430,"LA CIUTAT INVISIBLE, SCCL",2024,214814.24,0.0,Sociedades Cooperativas
ES,B02968949,BLOOMING ALMOND S.L.,2024,214797.43,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A41028515,REYENVAS SA,2024,214773.63,61436.13,Sociedad Anónima (S.A.)
ES,B09681842,"HOTEL BALNEARIO DE SEGURA DE BAÑOS, SOCIEDAD LIMITADA",2024,214769.32,6185.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A26011825,TOYBE SA,2024,214711.77,208810.77,Sociedad Anónima (S.A.)
ES,B66209693,B&B HOSPITALITY ESPAÑA SL,2024,214683.1,14683.1,Sociedad de Responsabilidad Limitada (S.L.)
ES,B27416023,FORESTAL DIAZ CASARIEGO SL,2024,214677.64,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B25778580,"MACMAFRUITS, S.L.",2024,214668.77,50000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B37321924,GANADERIA PUERTO DE SAN LORENZO SL,2024,214662.71,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A30109763,PROCEBA EXTERIOR SA,2024,214655.05,0.0,Sociedad Anónima (S.A.)
ES,B76313105,"NIKOLA VAHO, S.L.",2024,214603.75,214603.75,Sociedad de Responsabilidad Limitada (S.L.)
ES,F06163471,"VILLA PILAR DE VALDECABALLEROS, S.COOP.",2024,214574.94,0.0,Sociedades Cooperativas
ES,A35009711,EMPRESA MIXTA DE AGUAS DE LAS PALMAS SA,2024,214435.01,0.0,Sociedad Anónima (S.A.)
ES,E86011798,EL ROBLEDO HNOS DUQUE RENILLA Y RUEDA CB,2024,214373.66,0.0,Comunidad de Bienes
ES,B55188197,"EXPLOTACIONS AGRARIES MAS PINELL, S.L.",2024,214355.82,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B71408546,"NAVARRA DE AGLOMERADOS, S.L.",2024,214330.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B50475839,ITESAL SL,2024,214232.14,173035.44,Sociedad de Responsabilidad Limitada (S.L.)
ES,B54749460,"INDUSTRIAS PEYGRAN, S.L.",2024,214172.67,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B67263830,"AVATAR COGNITION BARCELONA, S.L.",2024,214149.36,99326.76,Sociedad de Responsabilidad Limitada (S.L.)
ES,B35392877,CALCUSAN SL,2024,214102.63,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B99547747,EZEQUIEL MORENO INSERCION SLU,2024,214088.67,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B65597809,PRO GEO-CONSULTORES GEOTECNICOS ASOCIADO,2024,214060.02,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B70952130,"AS CABANAS DO RIO PEGO , S.L.",2024,214040.98,214040.98,Sociedad de Responsabilidad Limitada (S.L.)
ES,B65221947,LEVELINSTRUKTA SL,2024,214027.99,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B98990856,RAFILENOFER ESCUELA INFANTIL SL,2024,214010.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B90072539,INNOVAFORM 2020 SL,2024,214002.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A78234135,ADOBAL SA,2024,213995.46,0.0,Sociedad Anónima (S.A.)
ES,B54437629,ADHESIVAS IBI SL,2024,213981.52,6150.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A81545790,"ABERTIS AUTOPISTAS ESPAÑA,S.A.",2024,213830.92,213830.92,Sociedad Anónima (S.A.)
ES,B13769674,AGRICOLA LAS MORDAZAS SL,2024,213777.57,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B42929133,OVINOS DELGADO ROMAN SL,2024,213732.53,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B16183006,LIMPTRAMAN SL,2024,213688.35,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B98178114,"RUBIO LOPEZ ABOGADOS Y ASESORES LEGALES, SOCIEDAD LIMITADA",2024,213645.0,11000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B06351183,LA CERCA EL ALTO SL,2024,213628.07,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B87859690,DECOTHERAPY SL,2024,213581.08,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F47450465,CHIMAR SDAD COOP,2024,213566.17,0.0,Sociedades Cooperativas
ES,B15597313,EXFOPINO SL,2024,213550.0,13550.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B06861397,"INVERSIONES MORTSEL, S.L",2024,213500.01,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B39374574,PESCASANTOñA SL,2024,213483.31,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F16015141,SAT N 2663 DENOMINADA OVIMAN OVINOS MANCHEGOS,2024,213475.27,0.0,Sociedades Cooperativas
ES,A28111607,ROVER ALCISA SA,2024,213457.87,0.0,Sociedad Anónima (S.A.)
ES,B54157011,ONCE DE ENERO SL,2024,213450.65,11000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F37294162,BAUTISTA SALINERO SDAD COOP,2024,213436.51,0.0,Sociedades Cooperativas
ES,B47571849,"CORTES METALURGICOS OVIEDO, S.L.N.E.",2024,213400.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B03035854,MADEIRA SL,2024,213391.08,213115.95,Sociedad de Responsabilidad Limitada (S.L.)
ES,B79434254,CASTROFRESNO SL,2024,213381.94,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B13616271,LIFE FOR TYRES,2024,213364.2,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A86312691,"IBERIA EXPRESS, S.A.",2024,213283.9,0.0,Sociedad Anónima (S.A.)
ES,B97632442,LV RECICLA MAS 2005 SL,2024,213269.95,18000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A30141006,SOTO DE LA ZARZUELA SA,2024,213250.58,0.0,Sociedad Anónima (S.A.)
ES,A24311060,"AUTOESCUELAS LACIANA, SA",2024,213228.58,154278.58,Sociedad Anónima (S.A.)
ES,B72486095,"MUSE SCENE LAB, SOCIEDAD LIMITADA",2024,213193.2,171544.6,Sociedad de Responsabilidad Limitada (S.L.)
ES,A20585865,ALCORTA FORGING GROUP SA,2024,213128.3,195146.52,Sociedad Anónima (S.A.)
ES,B28016970,SOCIEDAD ESPAÑOLA DE RADIODIFUSION SL,2024,213000.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B26121442,INTRANOX SL,2024,212965.09,7400.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B16552200,"DEIXALLES INSERCIO I TRIATGE, S.L.",2024,212941.89,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B88000385,"PERSEO TECHWORKS, SOCIEDAD LIMITADA",2024,212910.4,212910.4,Sociedad de Responsabilidad Limitada (S.L.)
ES,E44688356,MEDIAVILLA ALONSO TITULARIDAD COMPARTIDA DE EXPLOTACION AGRARIA,2024,212893.21,0.0,Comunidad de Bienes
ES,F12010658,SOCIEDAD DE EXPORTACION DE AGRIOS N 2 DE MONCOFAR,2024,212885.44,0.0,Sociedades Cooperativas
ES,B73914129,"INTEGRACION LABORAL ASPRODES, S.L.",2024,212835.12,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B01487271,AON SOLUTIONS SLU,2024,212823.55,12000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B98141906,ESPECTACULOS PINKERTON SL,2024,212817.69,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B52573417,"LA REGUERA 2019, S.L.",2024,212810.82,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A27101849,"TRANSPORTES VALIN E HIJOS,S.A.",2024,212793.33,178939.8,Sociedad Anónima (S.A.)
ES,B49187040,HERMANOS HERRERO SERRANO 2000 SL,2024,212749.71,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B66769704,"MOIRAI BIODESIGN, S.L.",2024,212698.91,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B39564380,ECOHYDROS SL,2024,212652.62,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B54842083,BOMBONETS 2015 SL,2024,212640.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B07604705,REPRESENTACIONES SAN ANTONIO SL,2024,212630.5,12000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B49300403,HERMANOS MIGUEL TEJADO,2024,212614.5,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B99397721,A TODO TRAPO ZARAGOZA SLU,2024,212565.16,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B05160668,PROCESS CONTROL CENTRO DE FORMACION SL,2024,212512.17,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A08215360,CINE TEATRO BORRAS SA,2024,212453.18,0.0,Sociedad Anónima (S.A.)
ES,B53773420,VELLERINO SISTEMAS DE IMPRESION SL,2024,212421.83,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B66399452,CAPITOLE CONSULTING SL,2024,212302.97,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B55681266,MYCOINTECH EUROPE SL,2024,212281.06,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B81827768,ILUNION FISIOTERAPIA Y SALUD SL,2024,212273.62,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B22104293,EXPLOTACIONES GANADERAS ESTICHE; SL,2024,212235.97,169694.19,Sociedad de Responsabilidad Limitada (S.L.)
ES,B94196763,INCALPA 2019 SL,2024,212212.05,178204.08,Sociedad de Responsabilidad Limitada (S.L.)
ES,B47088372,EXPLOTACIONES LA FRAILA SL,2024,212166.16,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F36047058,CAMPODEZA S COOP LTDA,2024,212155.25,0.0,Sociedades Cooperativas
ES,B42944405,RECAP PV SOLUTION SLU,2024,212146.4,212146.4,Sociedad de Responsabilidad Limitada (S.L.)
ES,B86768041,BERSOLAZ SPAIN SLU,2024,212086.18,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B05153721,TERNAVI SL,2024,212072.89,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B86092970,RETAMAR ACTIVOS SLU,2024,212070.08,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B82593583,AGRICOLA VALDIVARES SL,2024,212062.31,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B80829567,VILLARCANTOS SL,2024,212043.5,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A07246887,COMPAÑIA INSULAR MERCANTIL SA,2024,212000.0,12000.0,Sociedad Anónima (S.A.)
ES,B84114420,MAGUS CREATIVA EUROPE SL,2024,212000.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B88557632,"BLUEBULL CORPORATE, S.L.",2024,212000.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B13210489,COJALI SL,2024,211970.66,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A78924750,HELIODORA GOMEZ SA,2024,211950.0,211950.0,Sociedad Anónima (S.A.)
ES,B45349701,CERRAJERIA NUñEZ RIVAS SL,2024,211950.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B49241870,AUTOCARES SIGA HERMANOS SL,2024,211840.82,20000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B94068368,ESCUELA INFANTIL DE VILAGARCIA SL,2024,211839.95,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B16325045,EXPLOTACIONES DURO Y MADURO SLU,2024,211810.96,12000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B16286296,CENTRO FORMACION PALESTRA SL,2024,211776.5,55644.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B58074360,MURUCUC SL,2024,211771.57,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B42219261,"FINCA VITIS NAVARRA, SOCIEDAD LIMITADA UNIPERSONAL",2024,211768.25,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B81510133,MARCELINO MARTINEZ MADRID SLU,2024,211746.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B18254920,MOLDEADOS PLASTICOS ALBER SL,2024,211670.0,1700.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A28910487,AGRO ALBALA SA,2024,211647.72,0.0,Sociedad Anónima (S.A.)
ES,A02058121,MONTE DE LAS MOZAS SA,2024,211596.99,0.0,Sociedad Anónima (S.A.)
ES,B70445895,"O PECADO DE XANTAR, S.L.",2024,211590.13,81000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F10013746,VECA SCL,2024,211586.77,0.0,Sociedades Cooperativas
ES,E10054120,EL PALACIO CB,2024,211499.06,0.0,Comunidad de Bienes
ES,A12200713,COMUNICACIONS DELS PORTS SA,2024,211439.99,0.0,Sociedad Anónima (S.A.)
ES,B91222851,SERVICIOS INFORMATICOS PAVON SL,2024,211382.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B75196790,IMMERSIA DATA VISUALIZACION,2024,211353.04,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B46435384,PLASGIMENG SL,2024,211324.06,22125.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,E78919198,CDAD PROP CL ENCOMIENDA DE PALACIOS 150 DE MADRID,2024,211322.74,0.0,Comunidad de Bienes
ES,B30502538,AGRICOLA VELASCO GARCIA SL,2024,211286.53,12000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B87216024,"CLOUDAPPI, S.L.",2024,211147.42,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B13236567,CENTRO DE FORMACION ASISTENCIA AL EMPLEO SL,2024,211140.0,32940.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A96313242,CEMENTOS LA UNION SA,2024,211128.2,0.0,Sociedad Anónima (S.A.)
ES,B25313123,EXPLOTACIONES PEMAR SL,2024,211088.57,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A20012563,"MUNKSJÖ PAPER, SA",2024,211079.43,0.0,Sociedad Anónima (S.A.)
ES,B09380965,VIñEDOS Y BODEGAS GARCIA FIGUERO SL,2024,211035.92,30000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B95602082,COMERCIAL DIVING ACTIVITIES SL,2024,211000.0,11000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F46026084,COOP DEL CAMP DE LLUTXENT- OTOS COOP V.,2024,210958.12,0.0,Sociedades Cooperativas
ES,B10314458,"ATRIO RESTORAN, SL",2024,210940.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B72641327,BIOCLONAL SLU,2024,210894.57,750.21,Sociedad de Responsabilidad Limitada (S.L.)
ES,B96265384,MARTINEZ SOLERA HERMANOS SL,2024,210833.71,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B91783019,"AULA QUIVIR, S.L.",2024,210823.5,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A28131274,EMPRESA RUIZ SA,2024,210797.79,205260.0,Sociedad Anónima (S.A.)
ES,A12011672,AMADEO MARTI CARBONELL SA,2024,210761.1,0.0,Sociedad Anónima (S.A.)
ES,B42807073,"GANCASUR, SOCIEDAD LIMITADA",2024,210753.15,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,E24734568,GANADERIA HERNANDO TITULARIDAD COMPARTIDA DE EXPLOTACION AGRARIA,2024,210739.76,37500.0,Comunidad de Bienes
ES,A28891612,ORTHIGO SA,2024,210738.4,7500.0,Sociedad Anónima (S.A.)
ES,A26019885,ANGEL RUIZ IBAÑEZ SA,2024,210726.73,57132.5,Sociedad Anónima (S.A.)
ES,B19399625,"FORMACION AVANZADA EN TALENTOS Y OFICIOS, S.L.",2024,210690.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F02119840,"SAT N 8770 ""SORETA"" DE TARAZONA DE LA MANCHA",2024,210677.0,210677.0,Sociedades Cooperativas
ES,B85543833,CIRES21 SL,2024,210631.86,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B45620929,AYUDALE EN CASTILLA LA MANCHA SL,2024,210561.19,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B72100944,ATRIDEL ENGINERING DEVELOPT & DESIGN SL,2024,210528.8,190528.8,Sociedad de Responsabilidad Limitada (S.L.)
ES,B17363748,ESCOLA DE CERAMICA DE LA BISBAL I CENTRE D´ARTESAN,2024,210503.4,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,E45777430,JUAN JOSE Y ANA MARIA TITUL COMP EXPT AG,2024,210436.48,0.0,Comunidad de Bienes
ES,B91731646,DESAROLLANDO CENTROS MAYORES SL,2024,210408.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B39460134,CASA EL MACHO SL,2024,210325.1,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B24652901,ISEMAREN SL,2024,210307.05,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B24480048,BUSLETRANS SL,2024,210288.39,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,E78139607,CDAD PROP CL FERNANDO EL CATOLICO N 46 DE MADRID,2024,210196.8,0.0,Comunidad de Bienes
ES,B10498541,TABACOS DE MIRAMONTE,2024,210150.9,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B15884471,"FERROS DO BARBANZA, SL",2024,210150.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A02056638,BUJIA SA,2024,210143.31,125000.0,Sociedad Anónima (S.A.)
ES,A61158408,INDUSTRIAS FARMACEUTICAS ALMIRALL SA,2024,210011.34,0.0,Sociedad Anónima (S.A.)
ES,A08458390,TUBENCAP SA,2024,210000.0,210000.0,Sociedad Anónima (S.A.)
ES,B25336793,"PLABELL COMERCIAL,SL",2024,209965.5,35709.3,Sociedad de Responsabilidad Limitada (S.L.)
ES,B84614734,SERCOSOFT SL,2024,209947.0,198447.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B27815570,OP TECHNICAL CENTER SL,2024,209929.07,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B98964497,TECNOLOGIA DE SEGURIDAD VIAL Y ACUSTICA SL,2024,209769.84,11166.56,Sociedad de Responsabilidad Limitada (S.L.)
ES,B18762930,WORLD VYPMAR SL,2024,209733.09,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B31602568,CAMPOMEJANA SL,2024,209718.11,50000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B49298714,"ARES&LOS YEYES, S.L.",2024,209698.79,209698.79,Sociedad de Responsabilidad Limitada (S.L.)
ES,B70491121,"COBRE SAN RAFAEL, S.L.",2024,209634.75,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B96475058,ENVASES SOPLADOS SL,2024,209570.0,209570.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B88493564,FRAGMETAL CALATAYUD SL,2024,209566.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B06363626,HORTOFRUTICOLA GONZALEZ TRINIDAD,2024,209485.14,12000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B36809341,INSTITUTO GALEGO DE FORMACION SL,2024,209473.2,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,E80183684,SOBRINO Y CRESPO CB,2024,209433.02,0.0,Comunidad de Bienes
ES,B04241840,FRIGORIFICOS FERNANDEZ SL,2024,209384.83,200000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B50030808,ESTAMPACIONES EBRO SL,2024,209318.4,7400.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B15262306,RIO VELLO SL,2024,209245.97,75000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B36982312,"NAVUXIL, SL",2024,209143.19,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F06705792,EL BARRO SDAD COOP,2024,209139.52,205450.63,Sociedades Cooperativas
ES,F45621448,S.A.T. SIETE TéRMINOS,2024,209077.42,209077.42,Sociedades Cooperativas
ES,B33011644,CARROCERIAS FERQUI SL,2024,209044.53,24000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B36331130,"CARAVANAS JUAN, SL",2024,209010.0,209010.0,Sociedad de Responsabilidad Limitada (S.L.)
